label,server_port,leaf_port,connection_name
gpu-server-rc1-30/GPU-NIC-3----800G-backend-leaf-u35/E1/30/1,gpu-server-rc1-30/GPU-NIC-3,800G-backend-leaf-u35/E1/30/1,gpu-server-rc1-30--GPU-NIC-3--800G-backend-leaf-u35
gpu-server-rc1-30/GPU-NIC-4----800G-backend-leaf-u35/E1/30/2,gpu-server-rc1-30/GPU-NIC-4,800G-backend-leaf-u35/E1/30/2,gpu-server-rc1-30--GPU-NIC-4--800G-backend-leaf-u35
gpu-server-rc1-30/GPU-NIC-5----800G-backend-leaf-u32/E1/30/1,gpu-server-rc1-30/GPU-NIC-5,800G-backend-leaf-u32/E1/30/1,gpu-server-rc1-30--GPU-NIC-5--800G-backend-leaf-u32
gpu-server-rc1-30/GPU-NIC-6----800G-backend-leaf-u32/E1/30/2,gpu-server-rc1-30/GPU-NIC-6,800G-backend-leaf-u32/E1/30/2,gpu-server-rc1-30--GPU-NIC-6--800G-backend-leaf-u32
gpu-server-rc1-30/GPU-NIC-7----800G-backend-leaf-u29/E1/30/1,gpu-server-rc1-30/GPU-NIC-7,800G-backend-leaf-u29/E1/30/1,gpu-server-rc1-30--GPU-NIC-7--800G-backend-leaf-u29
gpu-server-rc1-30/GPU-NIC-8----800G-backend-leaf-u29/E1/30/2,gpu-server-rc1-30/GPU-NIC-8,800G-backend-leaf-u29/E1/30/2,gpu-server-rc1-30--GPU-NIC-8--800G-backend-leaf-u29
gpu-server-rc1-31/GPU-NIC-1----800G-backend-leaf-u38/E1/31/1,gpu-server-rc1-31/GPU-NIC-1,800G-backend-leaf-u38/E1/31/1,gpu-server-rc1-31--GPU-NIC-1--800G-backend-leaf-u38
gpu-server-rc1-31/GPU-NIC-2----800G-backend-leaf-u38/E1/31/2,gpu-server-rc1-31/GPU-NIC-2,800G-backend-leaf-u38/E1/31/2,gpu-server-rc1-31--GPU-NIC-2--800G-backend-leaf-u38
gpu-server-rc1-31/GPU-NIC-3----800G-backend-leaf-u35/E1/31/1,gpu-server-rc1-31/GPU-NIC-3,800G-backend-leaf-u35/E1/31/1,gpu-server-rc1-31--GPU-NIC-3--800G-backend-leaf-u35
gpu-server-rc1-31/GPU-NIC-4----800G-backend-leaf-u35/E1/31/2,gpu-server-rc1-31/GPU-NIC-4,800G-backend-leaf-u35/E1/31/2,gpu-server-rc1-31--GPU-NIC-4--800G-backend-leaf-u35
gpu-server-rc1-31/GPU-NIC-5----800G-backend-leaf-u32/E1/31/1,gpu-server-rc1-31/GPU-NIC-5,800G-backend-leaf-u32/E1/31/1,gpu-server-rc1-31--GPU-NIC-5--800G-backend-leaf-u32
gpu-server-rc1-31/GPU-NIC-6----800G-backend-leaf-u32/E1/31/2,gpu-server-rc1-31/GPU-NIC-6,800G-backend-leaf-u32/E1/31/2,gpu-server-rc1-31--GPU-NIC-6--800G-backend-leaf-u32
gpu-server-rc1-31/GPU-NIC-7----800G-backend-leaf-u29/E1/31/1,gpu-server-rc1-31/GPU-NIC-7,800G-backend-leaf-u29/E1/31/1,gpu-server-rc1-31--GPU-NIC-7--800G-backend-leaf-u29
gpu-server-rc1-31/GPU-NIC-8----800G-backend-leaf-u29/E1/31/2,gpu-server-rc1-31/GPU-NIC-8,800G-backend-leaf-u29/E1/31/2,gpu-server-rc1-31--GPU-NIC-8--800G-backend-leaf-u29
gpu-server-rc1-32/GPU-NIC-1----800G-backend-leaf-u38/E1/32/1,gpu-server-rc1-32/GPU-NIC-1,800G-backend-leaf-u38/E1/32/1,gpu-server-rc1-32--GPU-NIC-1--800G-backend-leaf-u38
gpu-server-rc1-32/GPU-NIC-2----800G-backend-leaf-u38/E1/32/2,gpu-server-rc1-32/GPU-NIC-2,800G-backend-leaf-u38/E1/32/2,gpu-server-rc1-32--GPU-NIC-2--800G-backend-leaf-u38
gpu-server-rc1-32/GPU-NIC-3----800G-backend-leaf-u35/E1/32/1,gpu-server-rc1-32/GPU-NIC-3,800G-backend-leaf-u35/E1/32/1,gpu-server-rc1-32--GPU-NIC-3--800G-backend-leaf-u35
gpu-server-rc1-32/GPU-NIC-4----800G-backend-leaf-u35/E1/32/2,gpu-server-rc1-32/GPU-NIC-4,800G-backend-leaf-u35/E1/32/2,gpu-server-rc1-32--GPU-NIC-4--800G-backend-leaf-u35
gpu-server-rc1-32/GPU-NIC-5----800G-backend-leaf-u32/E1/32/1,gpu-server-rc1-32/GPU-NIC-5,800G-backend-leaf-u32/E1/32/1,gpu-server-rc1-32--GPU-NIC-5--800G-backend-leaf-u32
gpu-server-rc1-32/GPU-NIC-6----800G-backend-leaf-u32/E1/32/2,gpu-server-rc1-32/GPU-NIC-6,800G-backend-leaf-u32/E1/32/2,gpu-server-rc1-32--GPU-NIC-6--800G-backend-leaf-u32
gpu-server-rc1-32/GPU-NIC-7----800G-backend-leaf-u29/E1/32/1,gpu-server-rc1-32/GPU-NIC-7,800G-backend-leaf-u29/E1/32/1,gpu-server-rc1-32--GPU-NIC-7--800G-backend-leaf-u29
